movie,title,genres,year,Rating,RottenTomato
2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo)",Documentary,1996,10,55
3518,"End of Violence, The",Drama|Thriller,1996,10,89
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",Action|Animation|Drama|Fantasy|Sci-Fi,1996,10,68
1791,Twilight,Crime|Drama|Thriller,1998,10,93
1821,"Object of My Affection, The",Comedy|Romance,1997,10,68
1876,Deep Impact,Drama|Sci-Fi|Thriller,1997,10,89
1911,Dr. Dolittle,Comedy,1997,10,53
1914,Smoke Signals,Comedy|Drama,1997,10,82
1916,Buffalo '66 (a.k.a. Buffalo 66),Drama|Romance,1997,10,55
2027,Jane Austen's Mafia!,Comedy|Crime,1998,10,52
2334,"Siege, The",Action|Thriller,1998,10,77
2356,Celebrity,Comedy,1998,10,92
2431,Patch Adams,Comedy|Drama,1998,10,63
2590,Hideous Kinky,Drama,1998,10,95
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",Drama,1998,10,79
2708,"Autumn Tale, An (Conte d'automne)",Romance,1998,10,76
3609,Regret to Inform,Documentary,1997,10,73
3839,Phantasm IV: Oblivion,Horror,1997,10,58
7034,Show Me Love (Fucking Åmål),Drama|Romance,1997,10,67
7649,Babylon 5: In the Beginning,Adventure|Sci-Fi,1997,10,82
8157,Jin Roh: The Wolf Brigade (Jin-Rô),Animation|Fantasy|Thriller,1997,10,78
2504,200 Cigarettes,Comedy|Drama,1999,10,83
2559,"King and I, The",Animation|Children,1999,10,85
2587,Life,Comedy|Crime|Drama,1998,10,91
2598,Pushing Tin,Comedy,1999,10,57
2611,"Winslow Boy, The",Drama,1999,10,58
2720,Inspector Gadget,Action|Adventure|Children|Comedy,1998,10,92
2882,Jakob the Liar,Drama,1999,10,81
2891,"Happy, Texas",Comedy,1998,10,83
2977,Crazy in Alabama,Comedy|Drama,1999,10,65
2997,Being John Malkovich,Comedy|Drama|Fantasy,1999,10,73
3004,"Bachelor, The",Comedy|Romance,1999,10,96
3006,"Insider, The",Drama|Thriller,1998,10,96
3117,Ride with the Devil,Drama|Romance|War,1998,10,58
3180,Play it to the Bone,Comedy|Drama,1998,10,53
3456,"Color of Paradise, The (Rang-e khoda)",Drama,1999,10,79
3800,Criminal Lovers,Crime|Drama|Romance|Thriller,1998,10,68
3822,"Girl on the Bridge, The (Fille sur le pont, La)",Drama|Romance,1999,10,61
3864,Godzilla 2000 (Gojira ni-sen mireniamu),Action|Adventure|Sci-Fi,1998,10,93
4076,Two Ninas,Comedy|Romance,1999,10,83
6243,Ringu 2 (Ring 2),Horror|Mystery,1998,10,88
8117,In China They Eat Dogs (I Kina spiser de hunde),Action|Comedy,1998,10,97
8142,Dead or Alive: Hanzaisha,Action|Crime,1998,10,98
70418,Introducing Dorothy Dandridge,Drama|Musical|Romance,1998,10,52
3225,Down to You,Comedy|Romance,2000,10,85
3300,Pitch Black,Horror|Sci-Fi|Thriller,1999,10,80
3453,Here on Earth,Drama|Romance,1999,10,100
3539,"Filth and the Fury, The",Documentary,2000,10,92
3579,I Dreamed of Africa,Drama,1999,10,69
3624,Shanghai Noon,Action|Adventure|Comedy|Western,1999,10,69
3825,Coyote Ugly,Comedy|Drama|Romance,2000,10,78
3861,"Replacements, The",Comedy,1999,10,85
3865,"Original Kings of Comedy, The",Comedy|Documentary,1999,10,78
3890,Back Stage,Documentary,2000,10,69
3892,Anatomy (Anatomie),Horror,2000,10,84
3896,"Way of the Gun, The",Crime|Thriller,1999,10,90
3914,"Broken Hearts Club, The",Drama,2000,10,56
3945,Digimon: The Movie,Adventure|Animation|Children,1999,10,76
3973,Book of Shadows: Blair Witch 2,Crime|Horror|Mystery|Thriller,1999,10,100
4011,Snatch,Comedy|Crime|Thriller,1999,10,85
4016,"Emperor's New Groove, The",Adventure|Animation|Children|Comedy|Fantasy,2000,10,90
4018,What Women Want,Comedy|Romance,2000,10,54
4022,Cast Away,Drama,1999,10,72
4156,Company Man,Comedy,2000,10,64
6300,Flickering Lights (Blinkende lygter),Action|Comedy|Crime,1999,10,86
7282,"Hip Hop Witch, Da",Comedy|Horror|Thriller,1999,10,65
7541,100 Girls,Comedy|Romance,1999,10,52
27441,Blood: The Last Vampire,Action|Animation|Horror,2000,10,58
66544,Nuremberg,Drama|War,2000,10,78
70488,Wings of Hope (Julianes Sturz in den Dschungel),Adventure|Documentary,2000,10,72
4149,Saving Silverman (Evil Woman),Comedy|Romance,2001,10,90
4162,See Spot Run,Comedy,2000,10,83
4168,Get Over It,Comedy|Romance,2000,10,83
4246,Bridget Jones's Diary,Comedy|Drama|Romance,2001,10,71
4304,Startup.com,Documentary,2000,10,95
4344,Swordfish,Action|Crime|Drama,2001,10,84
4345,"Anniversary Party, The",Drama,2000,10,70
4451,Jump Tomorrow,Comedy|Drama|Romance,2000,10,78
4452,Made,Comedy,2000,10,78
4639,America's Sweethearts,Comedy|Romance,2000,10,57
4725,Session 9,Horror|Thriller,2001,10,79
4735,Ghosts of Mars,Horror|Sci-Fi|Thriller,2000,10,66
4745,O,Drama,2001,10,80
4818,Extreme Days,Action|Adventure|Comedy|Drama,2001,10,54
4875,On the Line,Comedy|Romance,2000,10,52
4977,Kandahar (Safar e Ghandehar),Drama,2001,10,59
5013,Gosford Park,Comedy|Drama|Mystery,2001,10,68
5014,I Am Sam,Drama,2001,10,90
5223,Pauline & Paulette (Pauline en Paulette),Comedy|Drama,2001,10,69
5391,Thirteen Conversations About One Thing (a.k.a. 13 Conversations),Drama,2001,10,96
5535,How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père),Drama,2001,10,82
5575,Alias Betty (Betty Fisher et autres histoires),Crime|Drama,2001,10,50
5682,"Grey Zone, The",Drama,2001,10,51
6690,Don't Tempt Me (Sin noticias de Dios),Comedy|Fantasy|Mystery,2001,10,91
7235,Ichi the Killer (Koroshiya 1),Action|Comedy|Crime|Drama|Horror|Thriller,2001,10,95
7846,Tremors 3: Back to Perfection,Comedy|Horror|Sci-Fi,2000,10,77
27338,The Hole,Drama|Horror|Mystery|Thriller,2000,10,76
40817,Dinner with Friends,Comedy|Drama,2000,10,74
5066,"Walk to Remember, A",Drama|Romance,2001,10,56
5092,Big Fat Liar,Children|Comedy,2002,10,68
5254,Blade II,Action|Horror|Thriller,2001,10,86
5266,Panic Room,Thriller,2001,10,50
5313,The Scorpion King,Action|Adventure|Fantasy|Thriller,2001,10,79
5363,"New Guy, The",Comedy,2001,10,90
5502,Signs,Horror|Sci-Fi|Thriller,2001,10,68
5577,Igby Goes Down,Comedy|Drama,2001,10,83
5792,Roger Dodger,Comedy|Drama,2002,10,93
5803,I Spy,Action|Adventure|Comedy|Crime,2001,10,65
5812,Far from Heaven,Drama|Romance,2001,10,80
5833,Dog Soldiers,Action|Horror,2001,10,88
5874,Friday After Next,Comedy,2001,10,72
5880,Extreme Ops,Action|Adventure|Crime|Thriller,2001,10,89
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout),Romance|Thriller,2001,10,77
6207,"Slaughter Rule, The",Drama,2002,10,72
6757,Demonlover,Crime|Drama|Mystery|Thriller,2002,10,77
7358,Searching for Debra Winger,Documentary,2002,10,75
8790,Revengers Tragedy,Comedy|Horror,2002,10,57
33296,Buying the Cow,Comedy|Romance,2002,10,54
118468,Mei and the Kittenbus,Animation|Fantasy,2002,10,70
6188,Old School,Comedy,2003,10,66
6213,Tears of the Sun,Action|Drama|Thriller,2003,10,95
6322,Confidence,Crime|Thriller,2002,10,67
6373,Bruce Almighty,Comedy|Drama|Fantasy|Romance,2002,10,93
6380,Capturing the Friedmans,Documentary,2003,10,94
6503,Charlie's Angels: Full Throttle,Action|Adventure|Comedy|Crime|Thriller,2003,10,83
6566,Spy Kids 3-D: Game Over,Action|Adventure|Children,2002,10,73
6586,American Wedding (American Pie 3),Comedy,2002,10,93
6872,"House of the Dead, The",Action|Horror,2003,10,83
6879,Runaway Jury,Drama|Thriller,2003,10,76
6884,Veronica Guerin,Crime|Drama|Thriller,2002,10,78
6927,"Human Stain, The",Drama|Romance|Thriller,2002,10,72
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",Documentary|War,2003,10,68
7323,"Good bye, Lenin!",Comedy|Drama,2002,10,59
7460,Coffee and Cigarettes,Comedy|Drama,2002,10,90
8963,It's All About Love,Drama|Romance|Sci-Fi|Thriller,2002,10,72
8982,I Am David,Drama,2003,10,61
27674,11:14,Comedy|Crime|Drama|Mystery|Thriller,2003,10,67
27816,Saints and Soldiers,Action|Adventure|Drama|War,2003,10,73
27822,Open Water,Drama|Thriller,2002,10,78
33358,Off the Map,Comedy|Drama,2003,10,92
33558,"Snow Walker, The",Adventure|Drama,2003,10,92
33683,High Tension (Haute tension) (Switchblade Romance),Horror|Thriller,2002,10,61
7316,Confessions of a Teenage Drama Queen,Comedy,2004,10,58
7376,Walking Tall,Action,2004,10,63
7451,Mean Girls,Comedy,2003,10,73
8366,Saved!,Comedy|Drama,2004,10,54
8638,Before Sunset,Drama|Romance,2003,10,83
8781,"Manchurian Candidate, The",Thriller,2003,10,70
8799,Little Black Book,Comedy|Romance,2003,10,53
8835,Paparazzi,Drama|Thriller,2004,10,78
8860,Cellular,Action|Crime|Drama|Mystery|Thriller,2004,10,69
8916,Shall We Dance?,Comedy|Romance,2003,10,85
8918,Eulogy,Comedy|Crime|Drama,2003,10,53
8958,Ray,Drama,2003,10,95
8972,National Treasure,Action|Adventure|Drama|Mystery|Thriller,2003,10,59
27875,Redemption: The Stan Tookie Williams Story,Crime|Documentary|Drama,2003,10,87
27879,DiG!,Documentary,2004,10,68
30707,Million Dollar Baby,Drama,2003,10,96
31435,Rory O'Shea Was Here (Inside I'm Dancing),Drama,2004,10,80
32291,Melinda and Melinda,Comedy|Drama,2004,10,63
32591,Look at Me (Comme une image),Comedy|Drama|Romance,2003,10,97
33138,Palindromes,Adventure|Comedy|Drama,2004,10,84
33903,"Edukators, The (Die Fetten Jahre sind vorbei)",Comedy|Crime|Drama|Romance,2004,10,67
79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy,Documentary,2004,10,86
31431,Boogeyman,Drama|Horror|Mystery|Thriller,2004,10,60
31689,Inside Deep Throat,Documentary,2005,10,62
32587,Sin City,Action|Crime|Film-Noir|Mystery|Thriller,2004,10,77
32598,Fever Pitch,Comedy|Romance,2005,10,74
33669,"Sisterhood of the Traveling Pants, The",Adventure|Comedy|Drama,2005,10,77
33672,Lords of Dogtown,Action|Comedy|Drama,2005,10,59
34048,War of the Worlds,Action|Adventure|Sci-Fi|Thriller,2005,10,67
34321,Bad News Bears,Children|Comedy,2004,10,98
34338,"Aristocrats, The",Comedy|Documentary,2005,10,92
34437,Broken Flowers,Comedy|Drama,2005,10,99
34528,Junebug,Comedy|Drama,2005,10,68
34530,Deuce Bigalow: European Gigolo,Comedy,2005,10,67
36276,Hidden (a.k.a. Cache) (Caché),Drama|Mystery|Thriller,2005,10,72
36519,Transporter 2,Action|Crime|Thriller,2004,10,78
36708,Family Guy Presents Stewie Griffin: The Untold Story,Adventure|Animation|Comedy,2004,10,74
37240,Why We Fight,Documentary,2005,10,94
37733,"History of Violence, A",Action|Crime|Drama|Thriller,2004,10,85
39292,"Good Night, and Good Luck.",Crime|Drama,2005,10,83
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp),Comedy,2005,10,50
40574,Get Rich or Die Tryin',Action|Crime|Drama,2004,10,99
40815,Harry Potter and the Goblet of Fire,Adventure|Fantasy|Thriller|IMAX,2004,10,63
41285,Match Point,Crime|Drama|Romance,2004,10,52
42723,Hostel,Horror,2004,10,97
42740,Looking for Comedy in the Muslim World,Comedy,2005,10,85
45521,Wassup Rockers,Comedy|Drama,2005,10,86
46772,Strangers with Candy,Comedy,2005,10,62
47254,Chaos,Action|Crime|Drama|Thriller,2004,10,85
48032,"Tiger and the Snow, The (La tigre e la neve)",Comedy|Drama|Romance|War,2005,10,83
141124,FAQs,Drama,2004,10,83
42738,Underworld: Evolution,Action|Fantasy|Horror,2005,10,69
43910,Neil Young: Heart of Gold,Documentary|Musical,2005,10,83
43919,Date Movie,Comedy|Romance,2005,10,54
43930,Just My Luck,Comedy|Romance,2006,10,80
43932,Pulse,Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,2005,10,71
44191,V for Vendetta,Action|Sci-Fi|Thriller|IMAX,2005,10,70
44613,Take the Lead,Drama,2005,10,98
44828,Slither,Comedy|Horror|Sci-Fi,2006,10,75
44840,"Benchwarmers, The",Comedy,2006,10,72
45062,"Sentinel, The",Crime|Drama|Thriller,2005,10,94
45208,RV,Adventure|Children|Comedy,2006,10,74
45440,Art School Confidential,Comedy|Drama,2006,10,53
45726,"You, Me and Dupree",Comedy,2005,10,62
46976,Stranger than Fiction,Comedy|Drama|Fantasy|Romance,2005,10,61
47640,Beerfest,Comedy,2006,10,61
47810,"Wicker Man, The",Horror|Mystery|Thriller,2005,10,84
47937,Severance,Comedy|Horror|Thriller,2006,10,73
47952,"Covenant, The",Action|Horror|Thriller,2005,10,72
48304,Apocalypto,Adventure|Drama|Thriller,2005,10,61
48591,"Grudge 2, The",Drama|Horror|Mystery|Thriller,2006,10,97
49526,National Lampoon's Van Wilder: The Rise of Taj,Comedy,2005,10,60
49528,Turistas,Adventure|Drama|Horror|Mystery|Thriller,2005,10,96
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia),Action|Drama,2006,10,90
51304,Karla,Crime|Drama|Thriller,2006,10,74
51709,"Host, The (Gwoemul)",Comedy|Drama|Horror|Sci-Fi|Thriller,2006,10,94
51884,"Namesake, The",Drama|Romance,2005,10,56
53318,Cashback,Comedy|Drama|Romance,2005,10,69
53468,Fido,Comedy|Horror|Thriller,2006,10,54
55156,"Unreasonable Man, An",Documentary,2006,10,68
65310,Poultrygeist: Night of the Chicken Dead,Comedy|Horror|Musical,2005,10,97
140755,Long-Term Relationship,Comedy|Romance,2005,10,89
51080,Breach,Drama|Thriller,2007,10,91
51931,Reign Over Me,Drama,2007,10,81
52458,Disturbia,Drama|Thriller,2007,10,97
52460,Pathfinder,Action|Adventure|Drama|Thriller|War,2007,10,62
52668,In the Land of Women,Comedy|Drama|Romance,2006,10,76
53189,Eagle vs Shark,Comedy,2006,10,59
54256,Hot Rod,Comedy,2007,10,92
54270,Skinwalkers,Horror|Thriller,2006,10,85
54276,No Reservations,Comedy|Drama|Romance,2007,10,58
54787,Death Sentence,Drama|Thriller,2006,10,73
54995,Planet Terror,Action|Horror|Sci-Fi,2006,10,100
55110,December Boys,Drama,2007,10,63
55259,"Seeker: The Dark Is Rising, The",Action|Adventure|Drama|Fantasy,2006,10,70
55294,Weirdsville,Comedy|Crime|Drama,2006,10,97
55444,Control,Drama,2007,10,65
55451,The Jane Austen Book Club,Comedy|Drama|Romance,2006,10,64
55908,"Man from Earth, The",Drama|Sci-Fi,2007,10,98
56079,Smiley Face,Comedy,2006,10,54
56156,Hitman,Action|Crime|Thriller,2007,10,58
56336,Wrong Turn 2: Dead End,Action|Horror|Thriller,2006,10,51
57274,[REC],Drama|Horror|Thriller,2007,10,76
57353,Flawless,Crime|Drama,2007,10,60
59143,Super High Me,Comedy|Documentary,2007,10,54
59721,"Grand, The",Comedy,2007,10,52
59985,Chaos Theory,Comedy|Drama|Romance,2007,10,88
60128,Young People Fucking (a.k.a. YPF),Comedy,2007,10,99
60857,"Tracey Fragments, The",Drama,2006,10,98
71318,Terra (a.k.a. Battle for Terra),Adventure|Animation|Sci-Fi,2007,10,51
74740,Fermat's Room (La habitación de Fermat),Mystery|Thriller,2007,10,94
158314,Daniel Tosh: Completely Serious,Comedy,2007,10,67
55830,Be Kind Rewind,Comedy,2007,10,84
57640,Hellboy II: The Golden Army,Action|Adventure|Fantasy|Sci-Fi,2007,10,77
58025,Jumper,Action|Adventure|Drama|Sci-Fi|Thriller,2008,10,89
58103,Vantage Point,Action|Drama|Thriller,2007,10,99
58432,What Just Happened,Comedy|Drama,2007,10,52
59126,Religulous,Comedy|Documentary,2008,10,61
59725,Sex and the City,Comedy|Romance,2008,10,60
60126,Get Smart,Action|Comedy,2008,10,92
61240,Let the Right One In (Låt den rätte komma in),Drama|Fantasy|Horror|Romance,2007,10,64
61348,Disaster Movie,Comedy,2008,10,68
61350,Babylon A.D.,Action|Adventure|Sci-Fi|Thriller,2008,10,98
61357,Trouble the Water,Documentary,2008,10,96
62394,Max Payne,Action|Crime|Drama|Thriller,2008,10,53
63992,Twilight,Drama|Fantasy|Romance|Thriller,2007,10,62
65465,Last Chance Harvey,Drama|Romance,2008,10,56
67252,Ong-Bak 2: The Beginning (Ong Bak 2),Action,2007,10,96
67429,Sita Sings the Blues,Animation|Musical,2007,10,82
71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land),Documentary,2007,10,92
74327,"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie)",Comedy|Drama,2008,10,83
66198,"International, The",Drama|Thriller,2008,10,95
67695,Observe and Report,Action|Comedy,2009,10,55
67997,In the Loop,Comedy,2008,10,77
68269,"Young Victoria, The",Drama|Romance,2008,10,90
68319,X-Men Origins: Wolverine,Action|Sci-Fi|Thriller,2008,10,90
68324,"Girlfriend Experience, The",Drama,2008,10,96
69069,Fired Up,Comedy,2009,10,51
69275,Dead Snow (Død snø),Action|Adventure|Comedy|Horror,2008,10,55
69516,"Limits of Control, The",Crime|Drama|Film-Noir,2008,10,73
69712,My Sister's Keeper,Drama,2008,10,63
69844,Harry Potter and the Half-Blood Prince,Adventure|Fantasy|Mystery|Romance|IMAX,2008,10,95
70183,"Ugly Truth, The",Comedy|Drama|Romance,2009,10,92
70663,"I Love You, Beth Cooper",Comedy|Romance,2008,10,78
70898,Post Grad,Comedy,2008,10,95
70994,Halloween II,Horror|Thriller,2009,10,91
71205,Jennifer's Body,Comedy|Horror|Sci-Fi|Thriller,2009,10,58
71211,"Informant!, The",Comedy|Crime|Drama|Thriller,2008,10,70
71248,Extract,Comedy,2008,10,79
71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The)",Horror|Thriller,2009,10,60
72011,Up in the Air,Drama|Romance,2009,10,97
72405,Bad Lieutenant: Port of Call New Orleans,Crime|Drama,2008,10,85
72694,Shrink,Drama,2009,10,80
72737,"Princess and the Frog, The",Animation|Children|Fantasy|Musical|Romance,2009,10,82
73168,Carriers,Drama|Horror|Thriller,2008,10,70
74275,I Love You Phillip Morris,Comedy|Drama|Romance,2008,10,68
74416,Fish Tank,Drama,2009,10,50
76060,"Slammin' Salmon, The",Comedy,2008,10,79
77907,"Red Chapel, The (Røde kapel, Det)",Comedy|Documentary,2009,10,65
79686,All Tomorrow's Parties,Documentary|Musical,2009,10,54
73319,Leap Year,Comedy|Romance,2009,10,79
74532,Cop Out,Action|Comedy|Crime,2010,10,50
75985,Repo Men,Action|Sci-Fi|Thriller,2009,10,88
77421,Cyrus,Comedy|Drama|Romance,2009,10,78
78264,"Back-up Plan, The",Comedy|Romance,2010,10,50
78499,Toy Story 3,Adventure|Animation|Children|Comedy|Fantasy|IMAX,2010,10,81
79057,Predators,Action|Sci-Fi|Thriller,2009,10,92
79695,"Expendables, The",Action|Adventure|Thriller,2009,10,88
81191,Waiting for 'Superman',Documentary,2009,10,75
81417,Paranormal Activity 2,Horror|IMAX,2009,10,89
81831,"First Beautiful Thing, The (La prima cosa bella)",Comedy|Drama,2009,10,59
82093,London Boulevard,Crime|Romance,2009,10,65
83086,Burlesque,Drama|Musical|Romance,2009,10,96
83332,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),Documentary,2010,10,75
83827,Marwencol,Documentary,2010,10,67
85412,"Troll Hunter, The (Trolljegeren)",Fantasy|Horror,2009,10,85
89000,Carancho,Crime|Drama|Romance,2010,10,83
91505,Clone (Womb),Drama|Romance|Sci-Fi,2009,10,76
92210,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu)",Adventure|Animation|Drama|Mystery|Sci-Fi,2009,10,92
98908,How to Make Love to a Woman,Comedy|Romance,2010,10,88
108447,Atrocious,Horror|Thriller,2009,10,99
138696,Hands in the Air,Comedy|Drama|Romance,2009,10,78
83613,Cowboys & Aliens,Action|Sci-Fi|Thriller|Western|IMAX,2011,10,52
84392,"Lincoln Lawyer, The",Crime|Drama|Thriller,2010,10,75
85213,"Sunset Limited, The",Drama,2010,10,55
85397,Red Riding Hood,Fantasy|Horror|Mystery|Thriller,2011,10,65
85438,Jane Eyre,Drama|Romance,2010,10,65
86835,Priest,Action|Horror|Sci-Fi|Thriller,2010,10,82
87222,Kung Fu Panda 2,Action|Adventure|Animation|Children|Comedy|IMAX,2011,10,58
87306,Super 8,Mystery|Sci-Fi|Thriller|IMAX,2011,10,70
88356,"Smurfs, The",Animation|Children|Comedy,2010,10,50
89343,Red State,Action|Crime|Horror|Thriller,2011,10,98
89759,"Separation, A (Jodaeiye Nader az Simin)",Drama,2011,10,73
89804,"Ides of March, The",Drama,2011,10,71
89864,50/50,Comedy|Drama,2011,10,89
90266,Buck,Documentary,2010,10,92
90343,Footloose,Comedy|Drama|Musical,2011,10,76
90403,"Three Musketeers, The",Action|Adventure,2010,10,59
91414,Arthur Christmas,Animation|Children|Comedy|Drama,2010,10,72
93700,Corman's World: Exploits of a Hollywood Rebel,Documentary,2010,10,51
93838,The Raid: Redemption,Action|Crime,2010,10,52
95761,Killer Joe,Crime|Thriller,2011,10,65
97744,"Ambassador, The (Ambassadøren)",Documentary,2010,10,79
104597,"Chicago 8, The",Drama,2010,10,83
92264,One for the Money,Action|Comedy|Crime,2011,10,95
92507,Safe House,Action|Crime|Mystery|Thriller,2011,10,63
93270,Project X,Comedy,2012,10,80
93272,Dr. Seuss' The Lorax,Animation|Fantasy|Musical|IMAX,2011,10,73
93498,Game Change,Drama,2011,10,77
93510,21 Jump Street,Action|Comedy|Crime,2012,10,82
93512,"Jeff, Who Lives at Home",Comedy|Drama,2012,10,97
94777,Men in Black III (M.III.B.) (M.I.B.³),Action|Comedy|Sci-Fi|IMAX,2011,10,85
95875,Total Recall,Action|Sci-Fi|Thriller,2012,10,60
96590,"Cold Light of Day, The",Action|Thriller,2012,10,71
96726,Lola Versus,Comedy|Romance,2011,10,73
97639,How to Survive a Plague,Documentary,2012,10,96
98587,Caesar Must Die (Cesare deve morire),Drama,2012,10,97
99030,Wrong,Comedy|Drama,2011,10,99
99114,Django Unchained,Action|Drama|Western,2012,10,78
99117,This Is 40,Drama,2011,10,50
100304,"Liability, The",Action|Thriller,2011,10,72
101962,Wolf Children (Okami kodomo no ame to yuki),Animation|Fantasy,2012,10,57
102800,Frances Ha,Comedy|Drama,2011,10,54
103279,What Maisie Knew,Drama,2011,10,95
99912,Mama,Horror,2012,10,84
100498,"Good Day to Die Hard, A",Action|Crime|Thriller|IMAX,2012,10,60
102125,Iron Man 3,Action|Sci-Fi|Thriller|IMAX,2013,10,87
102819,Behind the Candelabra,Drama,2013,10,56
102903,Now You See Me,Crime|Mystery|Thriller,2012,10,80
103137,"Bling Ring, The",Crime|Drama,2012,10,62
103335,Despicable Me 2,Animation|Children|Comedy|IMAX,2012,10,100
103539,The Spectacular Now,Comedy|Drama|Romance,2013,10,59
104069,Louis C.K.: Oh My God,Comedy,2012,10,81
104241,Kick-Ass 2,Action|Comedy|Crime,2013,10,76
104944,Short Term 12,Drama,2013,10,96
105211,Enough Said,Comedy|Drama|Romance,2012,10,85
105593,Filth,Comedy|Crime|Drama,2012,10,67
105769,"Congress, The",Animation|Sci-Fi,2013,10,99
105954,All Is Lost,Action|Adventure|Drama,2013,10,95
106002,Ender's Game,Action|Adventure|Sci-Fi|IMAX,2013,10,86
106011,"Blue Umbrella, The",Animation,2013,10,94
106438,Philomena,Comedy|Drama,2012,10,71
106452,Ida,Drama,2013,10,81
108076,"Other Shore, The",Adventure|Documentary,2012,10,64
108601,Drift,Drama,2012,10,90
110461,We Are the Best! (Vi är bäst!),Children|Comedy|Drama,2012,10,70
111228,"Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times, A",Documentary,2012,10,86
111249,Belle,Drama,2012,10,91
111251,"Immigrant, The",Drama|Romance,2012,10,50
112399,Finding Vivian Maier,Documentary,2013,10,98
113220,"Dog, The",Documentary,2012,10,82
116207,Zulu,Crime|Drama|Thriller,2013,10,62
108689,"I, Frankenstein",Action|Fantasy|Sci-Fi|IMAX,2013,10,50
110553,The Amazing Spider-Man 2,Action|Sci-Fi|IMAX,2014,10,71
111659,Maleficent,Action|Adventure|Children|IMAX,2013,10,59
112749,And So It Goes,Comedy|Drama|Romance,2014,10,94
112852,Guardians of the Galaxy,Action|Adventure|Sci-Fi,2013,10,89
113252,Housebound,Comedy|Horror|Thriller,2013,10,75
115151,Plastic,Action|Crime,2013,10,100
115569,Nightcrawler,Crime|Drama|Thriller,2014,10,76
116855,The Way He Looks,Drama|Romance,2013,10,85
117444,Song of the Sea,Animation|Children|Fantasy,2014,10,84
118105,Trailer Park Boys: Live at the North Pole,Comedy,2013,10,58
118354,Kill the Messenger,Crime|Drama|Mystery|Thriller,2013,10,81
118702,Unbroken,Drama|War,2013,10,69
118814,Playing It Cool,Comedy|Romance,2014,10,100
130642,Backcountry,Drama|Horror|Thriller,2013,10,58
132074,No No: A Dockumentary,Documentary,2014,10,80
134881,Love & Mercy,Drama,2013,10,82
138546,The Opposite Sex,Comedy,2014,10,93
128620,Victoria,(no genres listed),2015,10,92
129937,Run All Night,Action|Crime|Drama|Thriller,2014,10,77
132547,A Girl Like Her,Drama,2014,10,78
132796,San Andreas,Action|Drama|Thriller,2015,10,72
133377,Infini,Horror|Sci-Fi|Thriller,2014,10,82
133645,Carol,Drama|Romance,2015,10,72
133824,The Human Centipede III (Final Sequence),Horror,2015,10,90
135887,Minions,Adventure|Animation|Children|Comedy,2015,10,75
139757,Best of Enemies,Documentary,2014,10,83
140152,Dreamcatcher,Children|Crime|Documentary,2014,10,66
141668,War Room,Drama,2014,10,96
141718,Deathgasm,Comedy|Horror,2015,10,88
141749,The Danish Girl,Drama,2014,10,94
142258,Listen to Me Marlon,Documentary,2014,10,80
144976,Bone Tomahawk,Horror|Western,2014,10,83
122924,X-Men: Apocalypse,Action|Adventure|Fantasy|Sci-Fi,2015,10,76
135567,Independence Day: Resurgence,Action|Adventure|Sci-Fi,2016,10,62
152079,London Has Fallen,Action|Crime|Thriller,2015,10,60
152091,The Brothers Grimsby,Comedy,2016,10,87
156387,Sing Street,Drama,2015,10,66
159972,Approaching the Unknown,Drama|Sci-Fi|Thriller,2016,10,52
161582,Hell or High Water,Crime|Drama,2016,10,84
161918,Sharknado 4: The 4th Awakens,Action|Adventure|Horror|Sci-Fi,2016,10,51
